PC_DESC,UNIT OF QTY,COUNTRY,QTY,VAL (MILL US $)
TEA,KGS,ARGENTINA,1617240,2.58
TEA,KGS,AUSTRALIA,45,0
TEA,KGS,AUSTRIA,1382,0
TEA,KGS,BELGIUM,77,0
TEA,KGS,CANADA,380,0.02
TEA,KGS,CHINA P RP,758478,2.59
TEA,KGS,COLOMBIA,413,0.01
TEA,KGS,CROATIA,200,0
TEA,KGS,CZECH REPUBLIC,526,0.01
TEA,KGS,ETHIOPIA,12,0
TEA,KGS,FRANCE,123,0.01
TEA,KGS,GERMANY,68855,0.59
TEA,KGS,HONG KONG,330,0.01
TEA,KGS,INDONESIA,665840,1.09
TEA,KGS,IRAN,2150692,2.96
TEA,KGS,ITALY,11525,0.08
TEA,KGS,JAPAN,9103,0.16
TEA,KGS,KENYA,3508302,11.15
TEA,KGS,KOREA RP,620,0.01
TEA,KGS,MALAWI,376440,0.89
TEA,KGS,MALAYSIA,23485,0.04
TEA,KGS,MOZAMBIQUE,20000,0.02
TEA,KGS,MYANMAR,19800,0.06
TEA,KGS,NEPAL,12711073,25.69
TEA,KGS,NETHERLAND,25230,0.1
TEA,KGS,PAPUA N GNA,22000,0.03
TEA,KGS,POLAND,827,0.01
TEA,KGS,RUSSIA,118598,0.22
TEA,KGS,RWANDA,2800,0.01
TEA,KGS,SINGAPORE,10745,0.29
TEA,KGS,SOUTH AFRICA,8712,0.04
TEA,KGS,SRI LANKA DSR,270988,1.72
TEA,KGS,SWEDEN,300,0
TEA,KGS,SWITZERLAND,549,0.01
TEA,KGS,TAIWAN,54734,0.15
TEA,KGS,TANZANIA REP,24720,0.06
TEA,KGS,THAILAND,510,0.01
TEA,KGS,U ARAB EMTS,27691,0.05
TEA,KGS,U K,96687,0.36
TEA,KGS,U S A,49252,0.42
TEA,KGS,UNSPECIFIED,234593,0.77
TEA,KGS,VIETNAM SOC REP,1383645,1.75
TEA,KGS,VIRGIN IS US,444,0
TEA,KGS,ZIMBABWE,660800,1.4
COFFEE,KGS,BAHARAIN IS,960,0
COFFEE,KGS,BRAZIL,88750,0.24
COFFEE,KGS,CHINA P RP,184126,0.68
COFFEE,KGS,COLOMBIA,102625,0.8
COFFEE,KGS,COTE D' IVOIRE,1145290,1.96
COFFEE,KGS,CZECH REPUBLIC,120,0
COFFEE,KGS,EGYPT A RP,360,0
COFFEE,KGS,ETHIOPIA,115600,0.3
COFFEE,KGS,FRANCE,35,0
COFFEE,KGS,GERMANY,7276,0.07
COFFEE,KGS,HONDURAS,755895,1.09
COFFEE,KGS,INDONESIA,7736408,16.66
COFFEE,KGS,ITALY,70844,0.57
COFFEE,KGS,JAMAICA,150,0.01
COFFEE,KGS,JORDAN,18000,0.07
COFFEE,KGS,KENYA,381360,0.83
COFFEE,KGS,KOREA RP,50380,1.2
COFFEE,KGS,LAO PD RP,507200,1.63
COFFEE,KGS,MALAYSIA,37054,0.36
COFFEE,KGS,MEXICO,552000,0.85
COFFEE,KGS,NETHERLAND,4220,0.02
COFFEE,KGS,NICARAGUA,769983,1.36
COFFEE,KGS,OMAN,8,0
COFFEE,KGS,PANAMA REPUBLIC,1620,0.02
COFFEE,KGS,PAPUA N GNA,1081600,1.91
COFFEE,KGS,PERU,1632563,2.42
COFFEE,KGS,POLAND,17447,0.14
COFFEE,KGS,RWANDA,300,0
COFFEE,KGS,SINGAPORE,2163,0.02
COFFEE,KGS,SOUTH AFRICA,204,0
COFFEE,KGS,SPAIN,19,0
COFFEE,KGS,SWEDEN,8446,0.07
COFFEE,KGS,SWITZERLAND,252,0
COFFEE,KGS,TAIWAN,44550,0.24
COFFEE,KGS,TANZANIA REP,717600,1.01
COFFEE,KGS,THAILAND,30,0
COFFEE,KGS,TURKEY,20216,0.13
COFFEE,KGS,U ARAB EMTS,81963,0.53
COFFEE,KGS,U K,18049,0.15
COFFEE,KGS,U S A,20611,0.33
COFFEE,KGS,UGANDA,13668449,22.24
COFFEE,KGS,UNSPECIFIED,117700,0.62
COFFEE,KGS,VIETNAM SOC REP,47253968,96.18
COFFEE,KGS,VIRGIN IS US,660,0
RICE(OTHER THAN BASMOTI),TON,IRAQ,44,0.03
RICE(OTHER THAN BASMOTI),TON,ITALY,239,0.36
RICE(OTHER THAN BASMOTI),TON,SINGAPORE,10,0.01
RICE(OTHER THAN BASMOTI),TON,SPAIN,575,0.47
RICE(OTHER THAN BASMOTI),TON,THAILAND,508,0.48
RICE(OTHER THAN BASMOTI),TON,U S A,269,0.27
RICE(OTHER THAN BASMOTI),TON,UNSPECIFIED,470,0.27
RICE(OTHER THAN BASMOTI),TON,VIETNAM SOC REP,7,0.01
WHEAT,TON,AUSTRALIA,545492,125.63
WHEAT,TON,LITHUANIA,6905,1.67
WHEAT,TON,MEXICO,12,0.05
WHEAT,TON,MOLDOVA,1479,0.36
WHEAT,TON,RUSSIA,404309,86.87
WHEAT,TON,UKRAINE,691528,149.93
OTHER CEREALS,TON,ARGENTINA,154470,38.14
OTHER CEREALS,TON,AUSTRALIA,22272,5.83
OTHER CEREALS,TON,BELGIUM,10,0.01
OTHER CEREALS,TON,BRAZIL,3816,2.02
OTHER CEREALS,TON,CANADA,214,0.1
OTHER CEREALS,TON,CHINA P RP,75,0.05
OTHER CEREALS,TON,FRANCE,6229,2.36
OTHER CEREALS,TON,GERMANY,0,0
OTHER CEREALS,TON,INDONESIA,0,0
OTHER CEREALS,TON,LEBANON,48,0.02
OTHER CEREALS,TON,MEXICO,0,0
OTHER CEREALS,TON,NEPAL,772,0.31
OTHER CEREALS,TON,PHILIPPINES,0,0
OTHER CEREALS,TON,SOUTH AFRICA,2906,1.41
OTHER CEREALS,TON,SPAIN,2,0
OTHER CEREALS,TON,THAILAND,0,0
OTHER CEREALS,TON,TURKEY,96,0.05
OTHER CEREALS,TON,U ARAB EMTS,0,0
OTHER CEREALS,TON,U S A,5218,3.01
OTHER CEREALS,TON,UKRAINE,721,0.18
OTHER CEREALS,TON,UNSPECIFIED,2284,0.74
OTHER CEREALS,TON,URUGUAY,65995,13.05
PULSES,TON,AFGHANISTAN,11932,10.72
PULSES,TON,ARGENTINA,23454,14.7
PULSES,TON,AUSTRALIA,1255662,924.14
PULSES,TON,AUSTRIA,130,0.1
PULSES,TON,BOLIVIA,976,0.94
PULSES,TON,BRAZIL,2804,1.67
PULSES,TON,BULGARIA,58609,18.44
PULSES,TON,CANADA,1701663,706.78
PULSES,TON,CHINA P RP,50890,58.11
PULSES,TON,DJIBOUTI,24,0.02
PULSES,TON,EGYPT A RP,2900,1.62
PULSES,TON,ESTONIA,2353,0.77
PULSES,TON,ETHIOPIA,25384,19.73
PULSES,TON,FRANCE,90795,30.08
PULSES,TON,GERMANY,25979,8.86
PULSES,TON,IRAN,128,0.1
PULSES,TON,IRAQ,391,0.28
PULSES,TON,ITALY,286,0.44
PULSES,TON,KAZAKHSTAN,220,0.19
PULSES,TON,KENYA,1197,0.9
PULSES,TON,KYRGHYZSTAN,582,0.6
PULSES,TON,LITHUANIA,91133,26.74
PULSES,TON,MADAGASCAR,694,0.54
PULSES,TON,MALAWI,12729,6.13
PULSES,TON,MEXICO,2388,4.39
PULSES,TON,MOLDOVA,3610,1.09
PULSES,TON,MOZAMBIQUE,126384,59.02
PULSES,TON,MYANMAR,566001,430.06
PULSES,TON,NEPAL,469,0.18
PULSES,TON,NIGERIA,2696,1.47
PULSES,TON,PAKISTAN IR,1993,1.54
PULSES,TON,ROMANIA,200122,59.16
PULSES,TON,RUSSIA,649621,199.42
PULSES,TON,SOUTH AFRICA,1360,1.8
PULSES,TON,SPAIN,391,0.47
PULSES,TON,SRI LANKA DSR,224,0.13
PULSES,TON,SUDAN,62586,42.44
PULSES,TON,TAJIKISTAN,92,0.07
PULSES,TON,TANZANIA REP,85751,58.99
PULSES,TON,THAILAND,1203,1.21
PULSES,TON,TURKEY,4615,2.45
PULSES,TON,U ARAB EMTS,117,0.09
PULSES,TON,U K,75,0.03
PULSES,TON,U S A,92941,71.44
PULSES,TON,UGANDA,2824,1.88
PULSES,TON,UKRAINE,426238,125.74
PULSES,TON,UNSPECIFIED,229,0.44
PULSES,TON,URUGUAY,96,0.03
PULSES,TON,UZBEKISTAN,14024,11.83
PULSES,TON,VENEZUELA,558,0.37
PULSES,TON,ZAMBIA,9,0.02
TOBACCO UNMANUFACTURED,KGS,BANGLADESH PR,40870,0.16
TOBACCO UNMANUFACTURED,KGS,BRAZIL,39600,0.16
TOBACCO UNMANUFACTURED,KGS,BULGARIA,27720,0.25
TOBACCO UNMANUFACTURED,KGS,CHINA P RP,26563,0.06
TOBACCO UNMANUFACTURED,KGS,EGYPT A RP,64508,0.16
TOBACCO UNMANUFACTURED,KGS,GERMANY,32155,0.21
TOBACCO UNMANUFACTURED,KGS,ITALY,29400,0.16
TOBACCO UNMANUFACTURED,KGS,MOZAMBIQUE,9000,0.06
TOBACCO UNMANUFACTURED,KGS,MYANMAR,49784,0.07
TOBACCO UNMANUFACTURED,KGS,POLAND,1400,0.01
TOBACCO UNMANUFACTURED,KGS,THAILAND,8640,0.04
TOBACCO UNMANUFACTURED,KGS,TURKEY,187110,1.85
TOBACCO UNMANUFACTURED,KGS,U ARAB EMTS,30,0
TOBACCO UNMANUFACTURED,KGS,U S A,19800,0.18
TOBACCO UNMANUFACTURED,KGS,UNSPECIFIED,105600,0.2
TOBACCO UNMANUFACTURED,KGS,YEMEN REPUBLC,1040,0.1
TOBACCO UNMANUFACTURED,KGS,ZIMBABWE,898979,7.12
TOBACCO MANUFACTURED,NA,ARGENTINA,NA,0.04
TOBACCO MANUFACTURED,NA,BELGIUM,NA,0.01
TOBACCO MANUFACTURED,NA,BRAZIL,NA,0.05
TOBACCO MANUFACTURED,NA,BULGARIA,NA,0.05
TOBACCO MANUFACTURED,NA,CHINA P RP,NA,0.91
TOBACCO MANUFACTURED,NA,CROATIA,NA,0
TOBACCO MANUFACTURED,NA,CUBA,NA,0.54
TOBACCO MANUFACTURED,NA,DENMARK,NA,0.02
TOBACCO MANUFACTURED,NA,DOMINIC REP,NA,0.05
TOBACCO MANUFACTURED,NA,FRANCE,NA,0.83
TOBACCO MANUFACTURED,NA,GERMANY,NA,2.56
TOBACCO MANUFACTURED,NA,HONG KONG,NA,0.23
TOBACCO MANUFACTURED,NA,INDONESIA,NA,2.55
TOBACCO MANUFACTURED,NA,JAPAN,NA,0
TOBACCO MANUFACTURED,NA,KOREA RP,NA,1.69
TOBACCO MANUFACTURED,NA,LAO PD RP,NA,0.08
TOBACCO MANUFACTURED,NA,LITHUANIA,NA,0.3
TOBACCO MANUFACTURED,NA,MALAYSIA,NA,0.6
TOBACCO MANUFACTURED,NA,NEPAL,NA,0
TOBACCO MANUFACTURED,NA,NICARAGUA,NA,0
TOBACCO MANUFACTURED,NA,PHILIPPINES,NA,6.62
TOBACCO MANUFACTURED,NA,SERBIA,NA,6.07
TOBACCO MANUFACTURED,NA,SINGAPORE,NA,3.32
TOBACCO MANUFACTURED,NA,SOUTH AFRICA,NA,0.37
TOBACCO MANUFACTURED,NA,SWITZERLAND,NA,0.18
TOBACCO MANUFACTURED,NA,THAILAND,NA,0.15
TOBACCO MANUFACTURED,NA,TURKEY,NA,0
TOBACCO MANUFACTURED,NA,U ARAB EMTS,NA,1.14
TOBACCO MANUFACTURED,NA,U K,NA,0.06
TOBACCO MANUFACTURED,NA,U S A,NA,0.28
TOBACCO MANUFACTURED,NA,UNSPECIFIED,NA,0.03
TOBACCO MANUFACTURED,NA,ZIMBABWE,NA,0.13
SPICES,KGS,AFGHANISTAN,4476019,137
SPICES,KGS,ALBANIA,9650,0.03
SPICES,KGS,ARGENTINA,117000,0.07
SPICES,KGS,AUSTRALIA,9373,0.08
SPICES,KGS,AUSTRIA,451,0.01
SPICES,KGS,BAHARAIN IS,3409,0
SPICES,KGS,BANGLADESH PR,709801,0.68
SPICES,KGS,BELGIUM,21000,0.05
SPICES,KGS,BENIN,72000,0.1
SPICES,KGS,BHUTAN,662360,4.9
SPICES,KGS,BRAZIL,1991075,10.26
SPICES,KGS,BULGARIA,1420660,0.93
SPICES,KGS,BURKINA FASO,2900,0.01
SPICES,KGS,CAMBODIA,163000,0.45
SPICES,KGS,CANADA,411687,0.47
SPICES,KGS,CHAD,48000,0.06
SPICES,KGS,CHILE,6025,0.03
SPICES,KGS,CHINA P RP,14037860,99.82
SPICES,KGS,COLOMBIA,2691,0.04
SPICES,KGS,COMOROS,3106762,31.99
SPICES,KGS,CROATIA,61780,0.25
SPICES,KGS,CZECH REPUBLIC,1339095,4
SPICES,KGS,DENMARK,190,0
SPICES,KGS,DJIBOUTI,9360,0.01
SPICES,KGS,ECUADOR,591008,2.79
SPICES,KGS,EGYPT A RP,737284,1.28
SPICES,KGS,EL SALVADOR,50,0
SPICES,KGS,ETHIOPIA,4198380,4.85
SPICES,KGS,FINLAND,722921,1.23
SPICES,KGS,FRANCE,505745,1.07
SPICES,KGS,GEORGIA,22000,0.03
SPICES,KGS,GERMANY,1288056,12.76
SPICES,KGS,GHANA,739048,0.61
SPICES,KGS,GREECE,3510,0.01
SPICES,KGS,GUATEMALA,505480,4.75
SPICES,KGS,HONG KONG,15442,0.08
SPICES,KGS,HUNGARY,5116,0.03
SPICES,KGS,INDONESIA,15669517,82.47
SPICES,KGS,IRAN,140671,2.09
SPICES,KGS,IRELAND,25,0
SPICES,KGS,ISRAEL,200,0.01
SPICES,KGS,ITALY,5730940,8.25
SPICES,KGS,JAMAICA,40248,0.33
SPICES,KGS,JAPAN,83799,0.42
SPICES,KGS,KAZAKHSTAN,147,0.01
SPICES,KGS,KENYA,212000,0.08
SPICES,KGS,KOREA RP,30366,0.12
SPICES,KGS,KUWAIT,3825,0.01
SPICES,KGS,KYRGHYZSTAN,1104,0.04
SPICES,KGS,LEBANON,480,0
SPICES,KGS,LITHUANIA,15000,0.02
SPICES,KGS,MADAGASCAR,11587681,93.04
SPICES,KGS,MALAYSIA,815769,2.46
SPICES,KGS,MALI,46000,0.05
SPICES,KGS,MEXICO,49764,0.16
SPICES,KGS,MOROCCO,1173023,1.66
SPICES,KGS,MYANMAR,3279300,6.87
SPICES,KGS,NEPAL,37439676,57.38
SPICES,KGS,NETHERLAND,150182,0.43
SPICES,KGS,NEW ZEALAND,250,0.03
SPICES,KGS,NIGERIA,5039897,7.77
SPICES,KGS,OMAN,55558,0.1
SPICES,KGS,PAKISTAN IR,2442779,4.92
SPICES,KGS,PAPUA N GNA,200,0.02
SPICES,KGS,PARAGUAY,112500,0.36
SPICES,KGS,PERU,900,0.03
SPICES,KGS,PHILIPPINES,61,0
SPICES,KGS,PITCAIRN IS.,14500,0.12
SPICES,KGS,POLAND,56267,0.11
SPICES,KGS,ROMANIA,154000,0.1
SPICES,KGS,RUSSIA,17769977,9.57
SPICES,KGS,SAUDI ARAB,1000,0.02
SPICES,KGS,SINGAPORE,168071,0.77
SPICES,KGS,SOUTH AFRICA,73171,0.28
SPICES,KGS,SPAIN,168191,1.08
SPICES,KGS,SRI LANKA DSR,18891333,125.43
SPICES,KGS,SWEDEN,17270,0.09
SPICES,KGS,SWITZERLAND,10327,0.25
SPICES,KGS,SYRIA,3825050,10.17
SPICES,KGS,TAIWAN,440,0.01
SPICES,KGS,TANZANIA REP,2120760,20.26
SPICES,KGS,THAILAND,2131987,6.02
SPICES,KGS,TUNISIA,15100,0.03
SPICES,KGS,TURKEY,4489638,11.38
SPICES,KGS,U ARAB EMTS,891647,55.82
SPICES,KGS,U K,359293,1.51
SPICES,KGS,U S A,1656995,10.74
SPICES,KGS,UGANDA,38150,0.43
SPICES,KGS,UKRAINE,2582836,1.56
SPICES,KGS,UNSPECIFIED,2212378,9.14
SPICES,KGS,UZBEKISTAN,74927,3.25
SPICES,KGS,VIETNAM SOC REP,42464295,132.7
CASHEW,TON,BAHARAIN IS,8,0.08
CASHEW,TON,BANGLADESH PR,394,0.44
CASHEW,TON,BENIN,62432,120.83
CASHEW,TON,BURKINA FASO,21529,41.81
CASHEW,TON,CAMBODIA,137,0.25
CASHEW,TON,CAMEROON,51,0.09
CASHEW,TON,CHAD,34,0.06
CASHEW,TON,COTE D' IVOIRE,151050,294.02
CASHEW,TON,EL SALVADOR,87,0.15
CASHEW,TON,GAMBIA,21817,51
CASHEW,TON,GHANA,49762,103.05
CASHEW,TON,GUINEA,15855,31.2
CASHEW,TON,GUINEA BISSAU,107113,255.42
CASHEW,TON,INDONESIA,12705,30.03
CASHEW,TON,KUWAIT,15,0.17
CASHEW,TON,MADAGASCAR,1957,3.54
CASHEW,TON,MALAWI,50,0.11
CASHEW,TON,MALI,1465,2.9
CASHEW,TON,MAURITIUS,1,0
CASHEW,TON,MOZAMBIQUE,24541,45.04
CASHEW,TON,NETHERLAND,4,0.01
CASHEW,TON,NIGERIA,35178,64.79
CASHEW,TON,PANAMA REPUBLIC,35,0.08
CASHEW,TON,SENEGAL,15726,35.88
CASHEW,TON,TANZANIA REP,116079,271.64
CASHEW,TON,TOGO,11269,22.06
CASHEW,TON,U ARAB EMTS,0,0.01
CASHEW,TON,UNSPECIFIED,157,1.77
CASHEW,TON,VENEZUELA,50,0.06
CASHEW,TON,VIETNAM SOC REP,4472,42.04
CASHEW,TON,YEMEN REPUBLC,51,0.13
CASHEW NUT SHELL LIQUID,KGS,BENIN,854000,0.27
CASHEW NUT SHELL LIQUID,KGS,CHINA P RP,494710,0.33
CASHEW NUT SHELL LIQUID,KGS,FRANCE,650,0.06
CASHEW NUT SHELL LIQUID,KGS,MOZAMBIQUE,434000,0.14
CASHEW NUT SHELL LIQUID,KGS,NIGERIA,305000,0.09
CASHEW NUT SHELL LIQUID,KGS,THAILAND,4000,0
SESAME SEEDS,KGS,BURKINA FASO,944000,1.01
SESAME SEEDS,KGS,EGYPT A RP,90000,0.09
SESAME SEEDS,KGS,ETHIOPIA,874000,1.02
SESAME SEEDS,KGS,JAPAN,48,0
SESAME SEEDS,KGS,MOZAMBIQUE,100,0
SESAME SEEDS,KGS,NIGERIA,4668640,4.26
SESAME SEEDS,KGS,PAKISTAN IR,585700,0.62
SESAME SEEDS,KGS,POLAND,18000,0.02
SESAME SEEDS,KGS,RUSSIA,37000,0.05
SESAME SEEDS,KGS,SOMALIA,813000,0.79
SESAME SEEDS,KGS,SUDAN,15842464,16.25
SESAME SEEDS,KGS,TOGO,95000,0.12
SESAME SEEDS,KGS,U ARAB EMTS,193000,0.2
SESAME SEEDS,KGS,UGANDA,130000,0.18
SESAME SEEDS,KGS,UNSPECIFIED,1978638,2.77
NIGER SEEDS,KGS,ETHIOPIA,608100,0.52
NIGER SEEDS,KGS,MYANMAR,4724704,3.97
GROUNDNUT,TON,BULGARIA,57,0.08
GROUNDNUT,TON,NEPAL,122,0.07
GROUNDNUT,TON,SUDAN,36,0.03
GROUNDNUT,TON,U ARAB EMTS,19,0.02
GROUNDNUT,TON,UNSPECIFIED,1485,1.82
OTHER OIL SEEDS,TON,ARGENTINA,81,0.07
OTHER OIL SEEDS,TON,BENIN,38005,15.35
OTHER OIL SEEDS,TON,BULGARIA,298,0.15
OTHER OIL SEEDS,TON,BURKINA FASO,6451,2.65
OTHER OIL SEEDS,TON,CANADA,271,0.16
OTHER OIL SEEDS,TON,CHINA P RP,170,0.18
OTHER OIL SEEDS,TON,DJIBOUTI,3762,2.05
OTHER OIL SEEDS,TON,ETHIOPIA,24196,13.36
OTHER OIL SEEDS,TON,GHANA,11067,4.41
OTHER OIL SEEDS,TON,IRAN,132,0.08
OTHER OIL SEEDS,TON,MALAWI,13060,5.26
OTHER OIL SEEDS,TON,MALAYSIA,4,0.01
OTHER OIL SEEDS,TON,MOZAMBIQUE,5971,2.47
OTHER OIL SEEDS,TON,NEPAL,345,0.23
OTHER OIL SEEDS,TON,NIGERIA,1287,0.51
OTHER OIL SEEDS,TON,PAKISTAN IR,35,0.2
OTHER OIL SEEDS,TON,RUSSIA,370,0.14
OTHER OIL SEEDS,TON,TANZANIA REP,1105,0.46
OTHER OIL SEEDS,TON,TOGO,18182,7.1
OTHER OIL SEEDS,TON,U S A,165,0.11
OTHER OIL SEEDS,TON,UKRAINE,433,0.23
OTHER OIL SEEDS,TON,UNSPECIFIED,1952,1.3
OTHER OIL SEEDS,TON,VIETNAM SOC REP,8,0
VEGETABLE OILS,TON,ARGENTINA,2540800,2060.94
VEGETABLE OILS,TON,AUSTRALIA,449,0.49
VEGETABLE OILS,TON,BANGLADESH PR,95,0.11
VEGETABLE OILS,TON,BELGIUM,397,0.38
VEGETABLE OILS,TON,BRAZIL,523879,427.51
VEGETABLE OILS,TON,CANADA,86,0.1
VEGETABLE OILS,TON,CHINA P RP,65,0.63
VEGETABLE OILS,TON,DENMARK,74,0.12
VEGETABLE OILS,TON,FRANCE,15,0.09
VEGETABLE OILS,TON,GERMANY,2291,3.12
VEGETABLE OILS,TON,GHANA,369,0.3
VEGETABLE OILS,TON,GREECE,15,0.09
VEGETABLE OILS,TON,INDONESIA,7006870,5013.9
VEGETABLE OILS,TON,ISRAEL,2,0.02
VEGETABLE OILS,TON,ITALY,3197,12.13
VEGETABLE OILS,TON,JAPAN,2,0.02
VEGETABLE OILS,TON,KENYA,0,0
VEGETABLE OILS,TON,KOREA RP,0,0
VEGETABLE OILS,TON,LEBANON,19,0.07
VEGETABLE OILS,TON,MALAYSIA,2188171,1594.4
VEGETABLE OILS,TON,MEXICO,0,0
VEGETABLE OILS,TON,NEPAL,325,0.35
VEGETABLE OILS,TON,NETHERLAND,12,0.06
VEGETABLE OILS,TON,NEW ZEALAND,2,0.02
VEGETABLE OILS,TON,NIGERIA,0,0
VEGETABLE OILS,TON,PAPUA N GNA,21197,15.23
VEGETABLE OILS,TON,PARAGUAY,186081,152.72
VEGETABLE OILS,TON,PHILIPPINES,26543,18.74
VEGETABLE OILS,TON,PORTUGAL,91,0.14
VEGETABLE OILS,TON,RUSSIA,6737,5.75
VEGETABLE OILS,TON,SINGAPORE,138,0.39
VEGETABLE OILS,TON,SPAIN,7668,40.86
VEGETABLE OILS,TON,SRI LANKA DSR,896,0.98
VEGETABLE OILS,TON,SWITZERLAND,0,0
VEGETABLE OILS,TON,THAILAND,399195,281.72
VEGETABLE OILS,TON,TOGO,24,0.03
VEGETABLE OILS,TON,TUNISIA,822,1.42
VEGETABLE OILS,TON,TURKEY,606,1.08
VEGETABLE OILS,TON,U ARAB EMTS,292573,247.47
VEGETABLE OILS,TON,U K,55,0.1
VEGETABLE OILS,TON,U S A,2609,3.39
VEGETABLE OILS,TON,UKRAINE,2148466,1751.87
VEGETABLE OILS,TON,UNSPECIFIED,180,0.72
OIL MEALS,TON,BANGLADESH PR,16,0
OIL MEALS,TON,BENIN,3624,0.74
OIL MEALS,TON,CANADA,810,0.97
OIL MEALS,TON,CHINA P RP,437,0.22
OIL MEALS,TON,FRANCE,247,0.17
OIL MEALS,TON,GERMANY,2,0.03
OIL MEALS,TON,INDONESIA,109190,23.81
OIL MEALS,TON,MALAYSIA,23881,3.85
OIL MEALS,TON,NEPAL,40546,14.91
OIL MEALS,TON,NIGERIA,26,0.01
OIL MEALS,TON,PAPUA N GNA,4557,1.18
OIL MEALS,TON,PHILIPPINES,98211,22.06
OIL MEALS,TON,PITCAIRN IS.,149,0.05
OIL MEALS,TON,RUSSIA,21,0.01
OIL MEALS,TON,SRI LANKA DSR,4389,1.47
OIL MEALS,TON,TANZANIA REP,19169,3.72
OIL MEALS,TON,THAILAND,1,0
OIL MEALS,TON,TOGO,1404,0.25
OIL MEALS,TON,U S A,25,0.08
OIL MEALS,TON,UKRAINE,177176,40.88
OIL MEALS,TON,UNSPECIFIED,2075,1.41
OIL MEALS,TON,VIETNAM SOC REP,1,0
GUERGAM MEAL,TON,GERMANY,40,0.07
GUERGAM MEAL,TON,PAKISTAN IR,336,0.11
GUERGAM MEAL,TON,U S A,44,0.31
GUERGAM MEAL,TON,UNSPECIFIED,11,0.02
CASTOR OIL,KGS,BELGIUM,3,0
CASTOR OIL,KGS,CHINA P RP,15200,0.08
CASTOR OIL,KGS,FRANCE,950,0
CASTOR OIL,KGS,GERMANY,12170,0.12
CASTOR OIL,KGS,INDONESIA,2000,0.01
CASTOR OIL,KGS,JAPAN,190,0
CASTOR OIL,KGS,PHILIPPINES,38,0
CASTOR OIL,KGS,SPAIN,26,0
CASTOR OIL,KGS,SRI LANKA DSR,11,0
CASTOR OIL,KGS,SWITZERLAND,3040,0.01
CASTOR OIL,KGS,U ARAB EMTS,10,0
CASTOR OIL,KGS,U S A,2278,0.15
CASTOR OIL,KGS,UNSPECIFIED,2450,0.01
SHELLAC,KGS,CHINA P RP,1,0
SHELLAC,KGS,EL SALVADOR,220,0.01
SHELLAC,KGS,FRANCE,20,0
SHELLAC,KGS,GERMANY,7790,0.12
SHELLAC,KGS,INDONESIA,35000,0.08
SHELLAC,KGS,ISRAEL,100,0
SHELLAC,KGS,ITALY,1100,0.01
SHELLAC,KGS,JAPAN,3,0
SHELLAC,KGS,KOREA RP,50,0.02
SHELLAC,KGS,NETHERLAND,23,0
SHELLAC,KGS,PERU,150,0.02
SHELLAC,KGS,SPAIN,10780,0.18
SHELLAC,KGS,SWITZERLAND,252,0.01
SHELLAC,KGS,TAIWAN,491,0.07
SHELLAC,KGS,THAILAND,387787,1.52
SHELLAC,KGS,U S A,18948,0.44
SHELLAC,KGS,UNSPECIFIED,4200,0.39
SUGAR,TON,BELGIUM,246,0.76
SUGAR,TON,BRAZIL,2377797,919.69
SUGAR,TON,CANADA,68,0.09
SUGAR,TON,CHILE,2,0.01
SUGAR,TON,CHINA P RP,23,0.03
SUGAR,TON,DENMARK,429,0.33
SUGAR,TON,FRANCE,942,1.23
SUGAR,TON,GERMANY,362,2.64
SUGAR,TON,INDONESIA,11,0.05
SUGAR,TON,IRELAND,0,0
SUGAR,TON,ITALY,102,0.57
SUGAR,TON,JAPAN,47,0.22
SUGAR,TON,KENYA,0,0
SUGAR,TON,MALAYSIA,1,0.01
SUGAR,TON,MYANMAR,24,0.02
SUGAR,TON,NETHERLAND,22,0.03
SUGAR,TON,NEW ZEALAND,160,0.12
SUGAR,TON,PAKISTAN IR,13110,4.68
SUGAR,TON,SINGAPORE,0,0
SUGAR,TON,SLOVAK REP,11,0.02
SUGAR,TON,SOUTH AFRICA,16,0.02
SUGAR,TON,SRI LANKA DSR,0,0
SUGAR,TON,SWITZERLAND,0,0.01
SUGAR,TON,TAIWAN,4,0.01
SUGAR,TON,THAILAND,12,0.02
SUGAR,TON,U ARAB EMTS,9078,4.15
SUGAR,TON,U K,170,0.17
SUGAR,TON,U S A,316,1.58
SUGAR,TON,UNSPECIFIED,25,0.05
MOLLASES,TON,ARMENIA,0,0
MOLLASES,TON,AUSTRALIA,1,0
MOLLASES,TON,BANGLADESH PR,140,0.03
MOLLASES,TON,BRAZIL,26,0.02
MOLLASES,TON,DJIBOUTI,12000,1.75
MOLLASES,TON,EGYPT A RP,0,0
MOLLASES,TON,INDONESIA,30459,4.69
MOLLASES,TON,NEPAL,9603,0.89
MOLLASES,TON,PARAGUAY,2,0.01
MOLLASES,TON,SINGAPORE,0,0
MOLLASES,TON,SWITZERLAND,0,0
MOLLASES,TON,U ARAB EMTS,20605,3.35
MOLLASES,TON,U S A,12,0.02
FRUITS / VEGETABLE SEEDS,KGS,AFGHANISTAN,60000,0.13
FRUITS / VEGETABLE SEEDS,KGS,ARGENTINA,29699,0.15
FRUITS / VEGETABLE SEEDS,KGS,AUSTRALIA,38367,1.5
FRUITS / VEGETABLE SEEDS,KGS,BELGIUM,15183,0.42
FRUITS / VEGETABLE SEEDS,KGS,BRAZIL,106,0.01
FRUITS / VEGETABLE SEEDS,KGS,CHILE,188748,21.55
